718510903.0,34.9163492,135.194072
1754944092.0,34.8887477,135.228592
2287896363.0,34.8770246,135.2245209
2287897531.0,34.8923646,135.2295098
2287899550.0,34.8914345,135.2269453
2287902367.0,34.8973464,135.2184236
2289849777.0,34.9264573,135.193407
3483416223.0,34.8895823,135.2302061
3508393113.0,34.8887269,135.2293146
3585055582.0,34.8825125,135.229986
3585099800.0,34.909009,135.1858702
3587128728.0,34.9017655,135.1899817
4167488316.0,34.9223972,135.2009306
4167488349.0,34.9014708,135.2141501
4578590989.0,34.9531876,135.1443913
4933566921.0,34.8870602,135.2290887
5796038164.0,34.9499223,135.2703056
6069915015.0,34.8791156,135.2167964
6070016651.0,34.9135012,135.2356469
6390293646.0,34.886413,135.202923
6405680615.0,34.9080914,135.2075576
6421717141.0,34.9219544,135.1896903
6653473900.0,34.9514312,135.1723663
8542070118.0,34.8838856,135.2191227
716757416.0,34.9109059,135.2239444
716757419.0,34.9113308,135.221151
716757506.0,34.9115628,135.223284
716757510.0,34.9125516,135.222704
3582852094.0,34.9104807,135.2080262
4933661317.0,34.8916548,135.2177278
8110732270.0,34.9093654,135.2096581
8436962358.0,34.9517187,135.1725588
1754944086.0,34.8854448,135.2031788
1754950549.0,34.8947706,135.2109271
3123389929.0,34.9043107,135.1907758
3582861993.0,34.9022846,135.1917352
4486753091.0,34.8789519,135.2249073
4576972193.0,34.9457067,135.1316058
4578590990.0,34.9521523,135.1450237
4580849089.0,34.9450077,135.1312088
4933587126.0,34.8925485,135.2160442
6370181007.0,34.9623355,135.272579
6370181011.0,34.9741779,135.2733648
6466767119.0,34.9163022,135.1728637
6505498261.0,34.9100854,135.1868971
6514701274.0,34.8848123,135.2018237
9584863249.0,34.9105576,135.1859577
