3652833085.0,34.9025931,135.1894414
3831571560.0,34.9103303,135.1863248
3831570792.0,34.9080789,135.186611
3831571937.0,34.9118715,135.1850736
4860904097.0,34.9003995,135.1889148
4860904175.0,34.9052122,135.1958928
4860904179.0,34.9062021,135.194408
4860904328.0,34.9078571,135.1922361
4943654136.0,34.9013988,135.187163
4943654140.0,34.901463,135.186245
4943654148.0,34.9017468,135.1861543
4943655440.0,34.9007926,135.1872788
4943655446.0,34.9008737,135.1876599
4943655481.0,34.9011474,135.1879658
4943655485.0,34.901401,135.1877815
4943655489.0,34.9008636,135.1874213
4943655493.0,34.9009744,135.1872218
4943655497.0,34.9010121,135.1870315
4943655501.0,34.9013029,135.1876532
4943655628.0,34.9010883,135.1889938
4943655632.0,34.9013718,135.1888398
4950268567.0,34.9061205,135.1855665
4956323243.0,34.9095147,135.1856104
4963309501.0,34.9117064,135.1779487
5297464198.0,34.9064604,135.1871494
5297464202.0,34.9068802,135.1867575
5475576351.0,34.9120732,135.1921581
5475576355.0,34.912258,135.1923682
5475576359.0,34.912565,135.1921791
5475576363.0,34.9126386,135.1919824
5475576371.0,34.9124444,135.1912891
6138356355.0,34.9055342,135.190382
5476808500.0,34.9041386,135.1883127
5476808511.0,34.9038359,135.1887698
5476808515.0,34.9046854,135.187902
5483063499.0,34.9051715,135.1830993
6514422845.0,34.9174404,135.1821966
6514422849.0,34.9174027,135.1819886
6544576430.0,34.9077751,135.1879327
4950268580.0,34.9053567,135.1775986
6639524685.0,34.9048714,135.1766281
