34.912167,135.196779
34.899891,135.186583
34.914699,135.181088
34.904613,135.192508
34.915755,135.190419
34.903723,135.1976
34.92035,135.180921
34.899891,135.186583
34.915989,135.183308
34.903723,135.1976
34.915989,135.183308
34.915989,135.183308
34.909482,135.191706
34.909482,135.191706
34.909482,135.191706
34.903625,135.182248
34.915989,135.183308
34.912167,135.196779
34.909306,135.180057
34.903723,135.1976
34.904613,135.192508
34.91351,135.187248
34.899996,135.196117
34.909482,135.191706
34.896425,135.186638
34.91351,135.187248
34.909306,135.180057
34.903723,135.1976
34.915755,135.190419
34.909482,135.191706
34.904833,135.185326
34.901499,135.180705
34.899891,135.186583
34.92035,135.180921
34.915755,135.190419
34.909306,135.180057
34.903625,135.182248
34.901499,135.180705
34.91351,135.187248
34.899891,135.186583
34.896425,135.186638
34.909482,135.191706
34.899891,135.186583
34.904613,135.192508
34.903723,135.1976
34.896425,135.186638
34.91351,135.187248
34.904833,135.185326
34.912167,135.196779
34.915989,135.183308
34.899996,135.196117
34.92035,135.180921
34.901987,135.193093
34.915989,135.183308
34.904613,135.192508
34.915755,135.190419
34.909306,135.180057
34.92035,135.180921
34.901987,135.193093
34.914042,135.174435
34.903625,135.182248
34.903723,135.1976
34.91351,135.187248
34.915989,135.183308
34.903723,135.1976
34.912167,135.196779
34.91351,135.187248
34.92035,135.180921
34.909306,135.180057
34.914042,135.174435
34.899891,135.186583
34.904613,135.192508
34.909482,135.191706
34.91351,135.187248
34.909306,135.180057
34.899891,135.186583
34.907123,135.175913
34.901987,135.193093
34.909306,135.180057
34.915755,135.190419
34.914042,135.174435
34.915989,135.183308
34.92035,135.180921
34.91351,135.187248
34.904613,135.192508
34.91351,135.187248
34.903625,135.182248
34.899996,135.196117
34.912167,135.196779
34.907123,135.175913
34.912167,135.196779
34.91351,135.187248
34.904613,135.192508
34.907123,135.175913
34.914042,135.174435
34.909306,135.180057
34.904613,135.192508
34.903723,135.1976
34.904833,135.185326
34.91351,135.187248
34.912167,135.196779
34.92035,135.180921
34.903625,135.182248
34.912167,135.196779
34.915989,135.183308
34.909306,135.180057
34.92035,135.180921
34.901499,135.180705
34.915755,135.190419
34.896425,135.186638
34.909482,135.191706
34.91351,135.187248
34.91351,135.187248
34.909306,135.180057
34.899996,135.196117
