#0 1 2 3 4 5
1 4 5 4 4 3 5  
2 3 2 3 3 4 5  
3 7 8 9 5 6 8  
4 4 3 3 3 2 3  
5 3 5 4 4 4 6  
6 9 6 8 5 6 7  
