272 108 114
277 124 217
282 75 60
287 28 20
292 4 7
297 8 2 
302 6 0
307 8 2
312 6 0
317 6 0
322 3 0
327 3 0
332 1 0
337 2 0
342 5 0
347 4 0
352 5 0
357 0 0
