152 1 0
157 0 0
162 3 0
167 4 0
172 5 0
177 5 0
182 4 0
187 8 0
192 5 0
197 14 0
202 11 0
207 8 0
212 13 2
217 11 1
222 14 8
227 19 17
232 15 23
237 28 73
242 37 109
247 90 158
252 190 242
257 6 12
262 0 1
